,320,440
0,0.7625570297241219,0.0631527900695801
1,0.6631159782409674,0.06548976898193361
2,0.6445236206054691,0.07058000564575201
3,0.6260738372802739,0.07292509078979491
4,0.6089386940002446,0.0749130249023437
5,0.5932655334472654,0.0764236450195312
6,0.5799231529235848,0.0779843330383301
7,0.5684347152709968,0.07919406890869139
8,0.5585179328918463,0.08007335662841801
9,0.5497646331787113,0.0807366371154785
10,0.5430846214294436,0.0818138122558594
11,0.5368285179138184,0.0824761390686035
12,0.5319151878356939,0.0828828811645507
13,0.5273780822753911,0.0833702087402343
14,0.5238142013549809,0.0837926864624023
15,0.5204753875732423,0.0840234756469726
16,0.5178213119506841,0.0841612815856934
17,0.5151457786560066,0.0841841697692871
18,0.5135517120361328,0.0844883918762207
19,0.5116872787475594,0.0846934318542481
20,0.5106339454650881,0.0848021507263183
21,0.5093688964843756,0.0847864151000977
22,0.5086369514465336,0.0850443840026855
23,0.5074262619018557,0.08521938323974669
24,0.5070190429687503,0.0853137969970703
25,0.5065112113952636,0.0853996276855466
26,0.5060400962829595,0.0854821205139165
27,0.5054454803466797,0.0852527618408207
28,0.5052957534790042,0.0856175422668462
29,0.5050435066223146,0.0855135917663576
30,0.5048565864562993,0.0854625701904303
31,0.5043787956237794,0.0853748321533204
32,0.5048246383666998,0.0857667922973637
33,0.5044150352478034,0.0856595039367674
34,0.5045218467712405,0.0856909751892094
35,0.5046725273132329,0.0857253074645998
36,0.5046081542968758,0.0857195854187018
37,0.5042390823364266,0.0858874320983885
38,0.5039129257202148,0.0858702659606938
39,0.5038352012634277,0.0859732627868658
40,0.5037894248962402,0.0862569808959963
41,0.5031599998474121,0.0857892036437991
42,0.5033044815063482,0.08641672134399421
43,0.5024733543395997,0.0860009193420417
44,0.501801490783692,0.086133003234863
45,0.5010981559753422,0.0858397483825682
46,0.5004725456237793,0.0858793258666993
