,320-800,440-800
0,0.6725988388061521,0.0716567039489746
1,0.6104578971862792,0.0638742446899414
2,0.6147093772888187,0.0670714378356934
3,0.6133375167846682,0.0673089027404785
4,0.6118621826171876,0.0671653747558594
5,0.610832691192627,0.06753730773925781
6,0.61034107208252,0.0677928924560547
7,0.608229160308838,0.0675091743469238
8,0.6072363853454589,0.067410945892334
9,0.6063160896301267,0.067563533782959
10,0.605395793914795,0.0677170753479004
11,0.604058742523194,0.0674753189086914
12,0.6034674644470217,0.06778192520141599
13,0.6024274826049809,0.06750679016113281
14,0.6019439697265628,0.0678644180297851
15,0.601565837860108,0.06781721115112299
16,0.6006221771240231,0.06750106811523429
17,0.6000218391418457,0.0675601959228516
18,0.5994482040405279,0.067474365234375
19,0.5998001098632816,0.06771183013916021
20,0.5990128517150881,0.0677318572998047
21,0.5986018180847168,0.067471981048584
22,0.59882926940918,0.06760787963867179
23,0.5986876487731934,0.0680131912231445
24,0.5987019538879399,0.0679082870483399
25,0.5986804962158202,0.0682229995727539
26,0.5985460281372074,0.0682854652404785
27,0.5980134010314948,0.0684337615966797
28,0.5981516838073734,0.0682668685913086
29,0.5974435806274414,0.067896842956543
30,0.5971417427062995,0.0680351257324219
31,0.5973496437072754,0.0681085586547852
32,0.5973048210144042,0.0683965682983398
33,0.5974407196044925,0.0683388710021973
34,0.5971879959106451,0.0683012008666993
35,0.597261428833008,0.0683331489562988
36,0.5971469879150397,0.0685925483703614
37,0.5972142219543461,0.0683379173278808
38,0.5969891548156744,0.0682859420776367
39,0.5963792800903323,0.06826639175415039
40,0.5966982841491701,0.0684461593627929
41,0.5964941978454595,0.0687570571899414
42,0.5970292091369628,0.0685243606567383
43,0.5963926315307616,0.0686650276184082
44,0.5968723297119145,0.06891965866088859
45,0.5975275039672856,0.0691342353820801
46,0.5973229408264161,0.0690059661865234
