,320,440
0,0.5103487968444829,0.051748275756835896
1,0.4672017097473145,0.0518088340759277
2,0.46693086624145513,0.0530786514282227
3,0.4650220870971681,0.0528144836425781
4,0.4623379707336426,0.052632331848144594
5,0.4608211517333982,0.0529065132141114
6,0.45865631103515647,0.0529780387878418
7,0.4566020965576169,0.052435874938964906
8,0.45448541641235385,0.052536964416504
9,0.4532032012939451,0.052487373352050795
10,0.45320034027099615,0.0525603294372559
11,0.45218133926391657,0.052314281463623095
12,0.4528965950012211,0.05277681350708009
13,0.45179462432861356,0.052383422851562604
