,320,440
0,0.9776220321655279,0.1168255805969239
1,0.936707019805908,0.12372970581054701
2,0.883310794830322,0.1347193717956541
3,0.8188133239746095,0.1438016891479495
4,0.7532114982604986,0.1523518562316897
5,0.7007365226745603,0.1596288681030274
6,0.6457190513610841,0.1656804084777831
7,0.6069521903991708,0.17150020599365282
8,0.5760216712951668,0.1756415367126468
9,0.5501399040222174,0.1820635795593263
10,0.5359344482421878,0.1844100952148438
11,0.5281043052673344,0.1844677925109864
12,0.528353214263916,0.188195705413818
13,0.5267286300659185,0.1867575645446776
14,0.5280952453613282,0.1886930465698243
15,0.5261011123657227,0.1887321472167967
16,0.5358800888061527,0.1930885314941406
17,0.5364041328430178,0.1931953430175778
18,0.5360245704650882,0.19146633148193432
19,0.5393977165222171,0.1924281120300291
20,0.5425996780395516,0.1928730010986326
21,0.5496263504028321,0.1971268653869631
22,0.5539193153381347,0.1970062255859377
23,0.5562410354614266,0.1978507041931156
24,0.5584750175476081,0.197376728057862
25,0.5629220008850095,0.1991987228393556
26,0.566157817840577,0.2009353637695319
27,0.5727262496948243,0.20313692092895538
28,0.5782804489135747,0.2055449485778807
29,0.580731391906739,0.204423427581787
30,0.5884399414062508,0.2080392837524418
31,0.5879726409912114,0.20772790908813538
32,0.5909700393676762,0.2083067893981933
33,0.5990543365478521,0.2125525474548341
34,0.6055893898010262,0.21373224258422918
35,0.6058993339538578,0.2125549316406257
36,0.6082172393798829,0.21335077285766588
37,0.6138324737548831,0.2151508331298831
38,0.6151471138000495,0.2171421051025395
39,0.63266658782959,0.2220640182495119
40,0.6477375030517583,0.2261447906494142
41,0.6659235954284674,0.2301807403564454
42,0.6930146217346198,0.2373261451721189
43,0.7132363319396978,0.2436022758483888
44,0.7363348007202155,0.25037240982055664
45,0.7711997032165533,0.2603430747985843
46,0.834142684936524,0.278308391571045
