,320-800,440-800
0,0.3482227325439454,0.0349335670471192
1,0.322892189025879,0.0333933830261231
2,0.319647789001465,0.0345025062561036
3,0.3155722618103033,0.0349674224853516
4,0.3123483657836921,0.0354838371276856
5,0.3086547851562502,0.0357632637023927
6,0.30543851852417064,0.0361285209655763
7,0.3022747039794922,0.0363869667053223
8,0.2990183830261231,0.0368657112121583
9,0.2966923713684088,0.037358760833740304
10,0.2936229705810547,0.0376157760620118
11,0.29059600830078147,0.037704944610595696
12,0.28830957412719793,0.038217544555664104
13,0.2859840393066404,0.038536548614502
14,0.283651351928711,0.0389080047607423
15,0.2814373970031746,0.0392513275146485
16,0.2795057296752931,0.0394611358642579
17,0.27718162536621077,0.0395040512084961
18,0.2752666473388673,0.039771556854248095
19,0.27297830581665017,0.039914608001709095
20,0.27199411392211986,0.040279865264892696
21,0.26988124847412176,0.0402240753173829
22,0.268172264099121,0.0402727127075196
23,0.2668919563293464,0.0406565666198731
24,0.26520061492919955,0.0406975746154786
25,0.2639670372009281,0.040951251983642696
26,0.2622876167297362,0.040738105773925795
27,0.261277675628662,0.0411558151245117
28,0.2597990036010748,0.040912151336669894
29,0.2587265968322759,0.0414257049560547
30,0.25732803344726546,0.0415024757385254
31,0.2566237449646,0.0416316986083985
32,0.25560379028320324,0.0418648719787598
33,0.2545475959777833,0.0419130325317383
34,0.25332975387573314,0.041954040527343896
35,0.2528986930847173,0.0420975685119629
36,0.251709461212158,0.0423483848571778
37,0.25038194656372104,0.042315959930420005
38,0.2489185333251958,0.0428051948547364
39,0.24646520614624057,0.0425376892089845
40,0.244530200958252,0.0429954528808595
41,0.241631031036377,0.0429916381835938
42,0.2392048835754393,0.043068408966064495
43,0.2371020317077642,0.0435900688171387
44,0.2347083091735843,0.043495178222656306
45,0.2332334518432614,0.043668270111084
46,0.23255634307861361,0.0437631607055664
