,320,440
0,0.7331833839416502,0.0798029899597168
1,0.729683876037598,0.0794987678527832
2,0.7260494232177735,0.0790519714355469
3,0.7244610786437989,0.0786399841308594
4,0.7223100662231451,0.0785574913024903
5,0.7210388183593757,0.0785441398620605
6,0.7191243171691901,0.0784096717834472
7,0.7181229591369632,0.07834243774414071
8,0.7161092758178714,0.0781879425048828
9,0.7151365280151368,0.0783801078796387
10,0.7143702507019051,0.0785989761352539
11,0.7124447822570807,0.07814168930053711
12,0.7114152908325203,0.0783061981201172
13,0.7105927467346194,0.07809972763061519
14,0.7091269493103026,0.07820653915405269
15,0.7088003158569341,0.07837200164794919
16,0.7069673538208011,0.078223705291748
17,0.7064623832702641,0.07838916778564449
18,0.7054910659790045,0.0782713890075684
19,0.7047944068908695,0.0784687995910644
20,0.7041521072387702,0.0783557891845703
21,0.7028446197509765,0.0786323547363281
22,0.7024974822998052,0.07828712463378909
23,0.7018055915832524,0.0782470703125
24,0.7013154029846194,0.07847738265991211
25,0.7004809379577642,0.0786314010620117
26,0.7004265785217285,0.0785861015319825
27,0.6994872093200684,0.0782442092895508
28,0.6987662315368653,0.0785279273986816
29,0.6977877616882328,0.07842206954956049
30,0.6972455978393558,0.0786304473876953
31,0.6973171234130864,0.07842922210693361
32,0.6971640586853031,0.07866430282592779
33,0.6964945793151857,0.07868194580078129
34,0.6957149505615238,0.0785942077636718
35,0.6956009864807136,0.0786557197570801
36,0.6948771476745607,0.0787434577941894
37,0.6940040588378905,0.07878494262695311
38,0.6935281753540046,0.0787463188171387
39,0.6928629875183109,0.0789709091186523
40,0.6910080909729005,0.0783886909484864
41,0.6903147697448737,0.0788226127624512
42,0.6883368492126465,0.0787878036499023
43,0.686083316802979,0.0784311294555664
44,0.6841483116149899,0.07892560958862299
45,0.681834697723389,0.07875299453735349
46,0.6788907051086426,0.07877826690673831
