,320,440
0,0.8699488639831549,0.08237648010253901
1,0.8772664070129398,0.0844602584838868
2,0.8777279853820799,0.08560085296630861
3,0.8775644302368166,0.0868372917175293
4,0.8754372596740726,0.08711862564086921
5,0.873814582824707,0.087763786315918
6,0.8723978996276858,0.0874772071838378
7,0.8709945678710938,0.0878338813781738
8,0.8704075813293464,0.0878686904907224
9,0.8698091506958012,0.0880985260009772
10,0.8682370185852054,0.0881347656250004
11,0.8675465583801267,0.08845901489257871
12,0.8672022819519041,0.08850383758544911
13,0.8663878440856939,0.0884556770324709
14,0.8659381866455081,0.0887370109558111
15,0.8646321296691895,0.08881044387817441
16,0.8649806976318366,0.08889198303222659
17,0.8635506629943849,0.0886373519897459
18,0.8630938529968261,0.08898353576660209
19,0.8615512847900393,0.0892033576965333
20,0.8618102073669431,0.0890493392944342
21,0.8604369163513187,0.0890083312988287
22,0.8602805137634283,0.0894050598144533
23,0.8596029281616213,0.08915328979492229
24,0.8595213890075689,0.0892448425292969
25,0.8583431243896483,0.0897746086120603
26,0.8579106330871588,0.08955049514770569
27,0.8567600250244143,0.0896940231323243
28,0.8571057319641118,0.0898451805114748
29,0.8563299179077155,0.0896396636962895
30,0.8557004928588868,0.0900120735168458
31,0.8554191589355468,0.0900330543518067
32,0.8543186187744143,0.08982992172241219
33,0.853953361511231,0.08972263336181699
34,0.8538141250610354,0.09018087387084939
35,0.8528394699096679,0.0901970863342289
36,0.8525214195251469,0.0898771286010749
37,0.8513555526733397,0.0900974273681638
38,0.8504734039306645,0.09028863906860349
39,0.8487195968627926,0.0902547836303717
40,0.8471579551696783,0.0906953811645513
41,0.8446211814880373,0.0907750129699704
42,0.8408937454223636,0.0909872055053716
43,0.8381290435791018,0.09108924865722681
44,0.8339223861694337,0.09143638610839872
45,0.8313179016113286,0.0926094055175786
46,0.8275151252746588,0.0932707786560058
